,time
0,0.0707970643455
1,2.07641723356
2,4.0787677078
3,5.93275302953
4,7.83970936045
5,10.058276644
6,11.7065930315
7,14.0373174359
8,15.7853607393
9,17.6923170702
10,19.8641284471
11,21.8770267964
12,24.0718820862
13,25.7968814766
14,27.7568088167
15,29.7167361568
16,31.6236924877
17,33.5306488187
18,35.4596371882
19,37.3445614805
20,39.3961451247
21,41.1584741423
22,43.0654304733
23,45.0783288226
24,47.1013605442
25,48.9981835028
26,51.1170238705
27,53.0832199546
28,55.0898495599
29,57.1027479092
