,time
0,0.0489795918367
1,3.0693877551
2,6.08526077098
3,9.18276643991
4,12.166893424
5,15.2371882086
6,18.2530612245
7,21.2054421769
8,24.1487528345
9,27.0512471655
10,30.085260771
11,33.1691609977
12,36.1759637188
13,39.1102040816
14,42.0081632653
15,44.8562358277
16,47.7859410431
17,50.8380952381
18,53.7995464853
19,56.9015873016
20,59.9129251701
21,62.9378684807
22,65.8721088435
23,68.525170068
24,71.4548752834
25,74.4163265306
26,77.3505668934
27,80.3029478458
28,83.2009070295
29,86.2031746032
30,89.0965986395
31,91.9628117914
32,94.7836734694
33,97.6997732426
34,100.629478458
35,103.531972789
36,106.334693878
