,time
0,0.0
1,3.35464852608
2,5.71746031746
3,8.4612244898
4,10.9056689342
5,13.3047619048
6,15.9215419501
7,18.5927437642
8,21.4045351474
9,23.9170068027
10,27.2004535147
11,29.7310657596
12,32.2979591837
13,35.1006802721
14,38.347845805
15,41.1324263039
16,44.4385487528
17,47.3319727891
18,50.0712018141
19,53.1278911565
20,56.243537415
21,58.8648526077
22,61.273015873
23,64.0213151927
24,66.5609977324
25,69.273015873
26,71.9215419501
27,74.7151927438
28,77.1278911565
29,79.6902494331
30,82.6925170068
31,85.5904761905
32,88.0848072562
33,91.4589569161
34,95.8353741497
35,100.610884354
36,103.4
37,105.762007168
38,108.556462585
39,110.914739229
