,time
0,0.0671201814059
1,3.33242630385
2,6.69297052154
3,10.0172335601
4,13.3324263039
5,16.6385487528
6,19.9446712018
7,23.3959183673
8,26.8698412698
9,30.1986394558
10,33.5229024943
11,36.9832199546
12,40.316553288
13,43.6907029478
14,47.0648526077
15,50.3936507937
16,53.7360544218
17,57.1056689342
18,60.4662131519
19,63.8267573696
20,67.4049886621
21,70.6702947846
22,73.853968254
23,77.1691609977
24,80.4390022676
25,83.7678004535
26,86.9786848073
27,90.189569161
28,93.2916099773
29,96.4344671202
30,99.7768707483
31,102.965079365
