,time
0,1.40498866213
1,5.33696145125
2,9.78594104308
3,14.1578231293
4,18.3346938776
5,22.4707482993
6,26.9786848073
7,31.4594104308
8,35.7315192744
9,40.5115646259
10,44.9968253968
11,49.4503401361
12,54.2439909297
13,59.3006802721
14,63.5591836735
15,68.6385487528
16,73.2009070295
17,78.1215419501
18,83.1328798186
19,87.8675736961
20,92.5024943311
21,97.8176870748
22,102.511564626
23,107.47755102
24,111.917460317
25,116.493424036
26,121.609070295
27,126.089795918
28,130.361904762
29,135.314285714
30,139.627210884
31,143.758730159
32,148.003628118
33,152.266666667
34,156.525170068
35,161.26893424
36,165.890249433
37,170.874376417
38,175.309750567
39,181.404988662
40,186.058049887
41,190.547845805
42,194.620408163
43,199.300680272
44,203.994557823
45,208.779138322
46,213.695238095
47,218.370975057
48,222.838095238
49,227.49569161
50,231.781405896
51,236.770068027
52,242.271201814
53,246.339229025
54,251.019501134
55,255.577324263
56,260.298412698
57,264.565986395
58,268.683900227
59,272.534240363
