,time
0,0.0356009070295
1,3.55487528345
2,7.72721088435
3,11.6591836735
4,16.035600907
5,20.058276644
6,24.4482993197
7,28.5117913832
8,33.1240362812
9,37.4732426304
10,41.931292517
11,46.1807256236
12,50.3031746032
13,54.3349206349
14,58.4256235828
15,62.5480725624
16,66.8292517007
17,71.0287981859
18,75.1512471655
19,79.0242630385
20,83.2328798186
21,87.49138322
22,91.7589569161
23,95.8950113379
24,99.9585034014
25,104.289569161
26,108.271428571
27,112.334920635
28,116.34399093
29,120.375736961
30,124.366666667
31,128.375736961
32,132.384807256
33,136.362131519
34,140.303174603
35,144.34399093
36,148.43015873
