,time
0,0.0537414965986
1,3.08775510204
2,6.51632653061
3,9.95396825397
4,13.5004535147
5,17.1149659864
6,20.9879818594
7,24.901814059
8,28.7566893424
9,32.5707482993
10,36.1263038549
11,39.7090702948
12,43.6455782313
13,47.4006802721
14,51.3009070295
15,55.3371882086
16,59.2555555556
17,63.2827664399
18,67.5911564626
19,71.7997732426
20,76.058276644
21,80.2941043084
22,85.0015873016
23,89.2736961451
24,93.6365079365
25,98.1353741497
26,102.724943311
27,107.051473923
28,111.346258503
29,115.872335601
