,time
0,1.09682539683
1,4.15804988662
2,7.23287981859
3,10.4845804989
4,13.6410430839
5,16.7702947846
6,20.1353741497
7,23.8904761905
8,27.5503401361
9,31.1875283447
10,34.7929705215
11,38.3666666667
12,41.9403628118
13,45.5911564626
14,49.1739229025
15,52.7566893424
16,56.2578231293
17,59.7680272109
18,63.2646258503
19,66.8247165533
20,70.3031746032
21,73.7362811791
22,77.1875283447
23,80.647845805
24,84.0990929705
25,87.3916099773
26,90.6750566893
27,94.0900226757
28,97.6002267574
29,100.983446712
