,time
0,0.774829931973
1,4.48458049887
2,7.65464852608
3,11.0469387755
4,14.1081632653
5,17.5548752834
6,21.110430839
7,24.6841269841
8,28.058276644
9,31.3780045351
10,34.7975056689
11,38.0945578231
12,41.4551020408
13,44.8201814059
14,48.1716553288
15,51.5412698413
16,54.8247165533
17,58.1081632653
18,61.4233560091
19,64.9471655329
20,68.416553288
21,72.0990929705
22,75.8133786848
23,79.4142857143
24,82.9879818594
25,86.5798185941
26,90.2170068027
27,93.7408163265
28,96.8428571429
29,100.248752834
