,time
0,0.715873015873
1,6.0537414966
2,11.2419501134
3,16.6659863946
4,22.1353741497
5,27.4868480726
6,33.0650793651
7,38.4029478458
8,43.4233560091
9,48.5888888889
10,53.7680272109
11,58.8292517007
12,64.0038548753
13,69.0741496599
14,74.3394557823
15,79.4596371882
16,84.035600907
17,88.8337868481
18,93.7907029478
19,98.7158730159
20,103.677324263
21,108.675056689
22,113.309977324
23,118.412018141
24,123.450566893
25,128.421088435
26,133.396145125
27,138.235147392
28,142.960770975
29,147.568480726
30,152.670521542
31,157.514058957
32,162.366666667
33,167.341723356
34,172.026530612
35,176.879138322
36,181.654648526
37,186.747619048
38,191.645578231
