,time
0,0.0
1,2.4253968254
2,5.19183673469
3,7.56371882086
4,10.3256235828
5,12.9832199546
6,15.5818594104
7,18.4707482993
8,21.4004535147
9,24.0897959184
10,26.8743764172
11,29.7541950113
12,32.5387755102
13,35.1963718821
14,38.0308390023
15,40.8879818594
16,43.7360544218
17,46.6793650794
18,49.5727891156
19,52.5569160998
20,55.5455782313
21,58.4299319728
22,61.2916099773
23,64.1215419501
24,67.0421768707
25,70.0036281179
26,73.2009070295
27,76.3664399093
28,79.3414965986
29,82.2167800454
30,85.1328798186
31,88.1034013605
32,91.0149659864
33,94.212244898
34,97.5455782313
