,time
0,1.10589569161
1,3.93129251701
2,6.86553287982
3,9.8179138322
4,12.8609977324
5,15.7861678005
6,18.8700680272
7,21.9902494331
8,25.0741496599
9,27.9675736961
10,30.8882086168
11,33.7952380952
12,36.8065759637
13,39.931292517
14,43.0560090703
15,46.1353741497
16,49.2736961451
17,52.4664399093
18,55.5458049887
19,58.6795918367
20,61.6183673469
21,64.774829932
22,67.7816326531
23,70.647845805
24,73.6092970522
25,76.5072562358
26,79.3507936508
27,82.2260770975
28,85.1149659864
29,87.9811791383
30,90.8655328798
31,93.80430839
32,96.7793650794
