,time
0,0.180498866213
1,4.88798185941
2,9.94920634921
3,14.9378684807
4,19.9764172336
5,24.8970521542
6,29.8947845805
7,34.8743764172
8,39.8448979592
9,44.8290249433
10,49.8993197279
11,54.7065759637
12,59.3868480726
13,63.8766439909
14,68.7700680272
15,73.7678004535
16,78.6113378685
17,83.6362811791
18,88.4480725624
19,93.2371882086
20,98.1124716553
21,102.674829932
22,107.522902494
23,111.80861678
24,116.039909297
25,120.094331066
26,124.742857143
27,129.441269841
28,134.856235828
29,139.61814059
30,144.402721088
31,148.969614512
32,153.473015873
33,157.881179138
34,162.475283447
35,167.463945578
36,172.044444444
37,176.829024943
38,181.6861678
39,187.024036281
40,191.921995465
41,196.933333333
42,201.967346939
43,206.797278912
44,211.314285714
45,216.321088435
46,221.160090703
47,225.949206349
48,230.692970522
49,235.654421769
50,240.407256236
51,245.223582766
52,250.067120181
53,254.575056689
54,259.278004535
55,264.280272109
56,268.97414966
57,273.586394558
58,278.407256236
59,283.200907029
60,287.926530612
61,292.711111111
62,297.58185941
63,302.230385488
64,307.005895692
65,312.203174603
66,317.07845805
67,321.49569161
68,326.062585034
69,330.919727891
70,335.695238095
71,340.370975057
72,344.629478458
73,348.983219955
74,353.30521542
75,357.237188209
76,361.377777778
77,365.785941043
