,time
0,0.129918399857
1,1.7110430839
2,3.10429619877
3,4.72392899812
4,6.16360259755
5,7.64826599696
6,9.18496598639
7,10.5726029958
8,12.0572663952
9,13.4069603947
10,14.9944897959
11,16.3312973935
12,17.8697732426
13,19.1656547924
14,20.6053283918
15,22.1464172336
16,23.6196449906
17,25.0143287901
18,26.3640227895
19,27.9378004535
20,29.3783393883
21,30.926462585
22,32.2576865872
23,33.6523703866
24,35.0020643861
25,36.6044671202
26,38.0163809849
27,39.5024263039
28,40.8957281837
29,42.3777097506
30,43.6401059827
31,45.2575283447
32,46.6094327815
33,48.1390859809
34,49.7836054422
