,time
0,1.18752834467
1,5.18299319728
2,9.02426303855
3,13.0650793651
4,16.647845805
5,20.2850340136
6,24.0628117914
7,27.7816326531
8,31.9630385488
9,36.2487528345
10,40.4709750567
11,44.3575963719
12,48.266893424
13,52.2759637188
14,56.3712018141
15,60.6750566893
16,64.3666666667
17,68.3530612245
18,72.729478458
19,76.774829932
20,81.0650793651
21,85.2691609977
22,89.5412698413
23,94.1761904762
24,99.3009070295
25,103.17845805
26,107.096825397
27,111.087755102
28,115.287301587
29,119.278231293
30,123.427891156
31,127.455102041
32,131.826984127
33,136.103628118
34,140.602494331
35,144.779365079
36,149.155782313
37,152.888208617
38,156.888208617
39,160.870068027
40,165.418820862
41,169.38707483
42,173.314512472
43,177.232879819
44,181.523129252
45,185.47324263
46,189.740816327
47,193.659183673
48,197.740816327
49,202.003854875
50,205.931292517
51,209.631972789
52,213.568480726
53,217.840589569
54,222.121768707
55,226.008390023
56,230.357596372
57,234.412018141
58,238.294104308
59,242.085487528
60,246.112698413
61,249.849659864
62,253.532199546
63,257.096825397
64,260.498185941
65,264.171655329
