,time
0,0.702040816327
1,4.82448979592
2,9.50929705215
3,14.0761904762
4,19.2916099773
5,24.8199546485
6,30.1124716553
7,35.6181405896
8,41.7723356009
9,47.5365079365
10,53.935600907
11,59.5138321995
12,65.5410430839
13,71.6861678005
14,78.0308390023
15,83.8403628118
16,90.1759637188
17,95.9990929705
18,101.91292517
19,107.563718821
20,113.169160998
21,118.615873016
22,123.985487528
23,129.849433107
24,136.098866213
25,142.74739229
26,147.763265306
27,153.346031746
28,159.282539683
29,164.293877551
30,169.971882086
31,176.12154195
32,182.030839002
33,187.717913832
34,191.926530612
35,196.674829932
36,201.196371882
