,time
0,0.207709750567
1,4.71111111111
2,8.92426303855
3,14.1941043084
4,19.7541950113
5,25.8448979592
6,31.6816326531
7,38.1532879819
8,44.6476190476
9,50.7473922902
10,57.980952381
11,64.5750566893
12,71.5727891156
13,78.0263038549
14,83.7405895692
15,89.7315192744
16,96.0580498866
17,102.457142857
18,109.005895692
19,115.70430839
20,122.951473923
21,128.906122449
22,135.282539683
23,142.375510204
24,149.459410431
25,156.788208617
26,162.534240363
27,168.792743764
28,175.536507937
29,181.237188209
30,185.831292517
31,191.364172336
32,196.819954649
33,202.130612245
34,207.749659864
35,212.965079365
36,219.073922902
