,time
0,0.271428571429
1,3.23741496599
2,6.36213151927
3,9.7589569161
4,12.983446712
5,16.0628117914
6,19.2464852608
7,22.4664399093
8,25.5594104308
9,28.6297052154
10,31.4732426304
11,34.4120181406
12,37.3009070295
13,40.2034013605
14,43.1058956916
15,45.8133786848
16,48.6206349206
17,51.2328798186
18,54.0492063492
19,57.0151927438
20,60.0219954649
21,62.6523809524
22,65.4868480726
23,68.2170068027
24,70.7793650794
25,73.4868480726
26,76.2850340136
27,78.9562358277
28,81.6727891156
29,84.2215419501
30,87.1603174603
31,89.8814058957
32,92.6387755102
