,time
0,0.588888888889
1,4.14444444444
2,8.51179138322
3,12.6931972789
4,16.8675115207
5,22.0310657596
6,25.2510204082
7,29.9993197279
8,35.6546485261
9,39.80430839
10,44.8096518177
11,49.7997732426
12,55.0605442177
13,60.7249433107
14,65.8768707483
15,71.4188208617
16,76.6705069124
17,82.670521542
18,87.2736961451
19,91.90861678
20,96.9698412698
21,101.731746032
22,106.684126984
23,111.060544218
24,115.940362812
25,120.978911565
26,125.504988662
27,129.967573696
28,134.153514739
29,137.981179138
30,141.817913832
31,145.427891156
32,149.7
33,153.727210884
34,157.409750567
35,160.933560091
36,165.096825397
