,time
0,0.720408163265
1,3.70907029478
2,6.76575963719
3,9.88140589569
4,12.9607709751
5,16.1081632653
6,19.3326530612
7,22.7204081633
8,26.0401360544
9,29.2736961451
10,32.4800453515
11,35.6863945578
12,38.8927437642
13,41.9448979592
14,45.1013605442
15,48.2986394558
16,51.5276643991
17,54.625170068
18,57.7181405896
19,60.9199546485
20,64.1716553288
21,67.4551020408
22,70.7113378685
23,73.826984127
24,76.8383219955
25,79.8950113379
26,83.0333333333
27,86.2079365079
28,89.2011337868
29,92.3575963719
