,time
0,0.112698412698
1,4.36213151927
2,8.66598639456
3,13.3780045351
4,17.9947845805
5,22.625170068
6,27.133106576
7,31.7362811791
8,36.289569161
9,40.6342403628
10,44.9743764172
11,49.5866213152
12,54.4437641723
13,58.9199546485
14,63.6365079365
15,67.9993197279
16,72.6342403628
17,77.006122449
18,81.1421768707
19,85.722675737
20,90.2532879819
21,94.7612244898
22,99.0197278912
23,103.409750567
24,107.899546485
25,112.334920635
26,116.729478458
27,121.083219955
28,125.319047619
29,129.210204082
30,133.582086168
31,137.414285714
32,141.500453515
