,time
0,1.35510204082
1,5.0693877551
2,8.8380952381
3,12.6113378685
4,16.6385487528
5,20.5886621315
6,24.4888888889
7,28.4662131519
8,32.1487528345
9,36.0217687075
10,40.1623582766
11,44.0217687075
12,48.2439909297
13,52.4253968254
14,56.7020408163
15,60.6793650794
16,64.8789115646
17,69.0285714286
18,73.3097505669
19,77.2825396825
20,81.1011337868
21,85.0058956916
22,88.883446712
23,92.7292517007
24,96.5659863946
25,100.470748299
26,104.275736961
27,108.180498866
28,111.962811791
29,115.6
30,119.61814059
