,time
0,1.01972789116
1,4.30317460317
2,7.41428571429
3,10.0446712018
4,12.9335600907
5,15.722675737
6,18.2714285714
7,20.2707464706
8,22.2804988662
9,24.6241953771
10,26.664874552
11,28.7249433107
12,30.6101876234
13,32.922957355
14,35.6438629215
15,38.1716553288
16,40.4054476629
17,42.670521542
18,45.2102040816
19,48.2215419501
20,49.9286171458
21,51.697205764
22,53.8859410431
23,56.2759637188
24,57.955288567
25,60.0628117914
26,62.7884353741
27,65.8224489796
28,68.2215419501
29,70.7657596372
30,72.6481786263
31,74.5528125229
32,78.2260350377
33,80.3893424036
34,82.0353028308
35,84.0759820057
36,85.9806159023
37,88.7793650794
38,90.470110087
39,93.0197278912
40,95.8995464853
41,97.8165551167
42,100.129324848
43,102.457369615
44,104.346728476
45,107.475769878
46,109.690929705
47,111.557128228
48,113.189671568
49,115.037868481
50,116.998939361
51,119.024263039
52,120.536116597
53,122.168659937
54,123.801203277
55,126.185260771
56,127.746516348
57,129.379059688
58,131.36893424
59,132.916236925
