,time
0,1.46848072562
1,4.70657596372
2,8.52970521542
3,12.3800453515
4,16.5523809524
5,20.8743764172
6,24.8925170068
7,28.9333333333
8,32.7111111111
9,36.7337868481
10,40.8471655329
11,44.8426303855
12,49.1691609977
13,53.2780045351
14,57.2507936508
15,61.2507936508
16,65.346031746
17,69.4367346939
18,73.5954648526
19,77.8267573696
20,81.9990929705
21,85.9628117914
22,89.7315192744
23,93.831292517
24,97.7360544218
25,101.763265306
26,105.681632653
27,109.681632653
28,113.636281179
29,117.359637188
30,121.414058957
