,time
0,1.68163265306
1,4.8925170068
2,8.93333333333
3,13.2507936508
4,17.7678004535
5,22.316553288
6,26.8199546485
7,31.6453514739
8,36.0489795918
9,40.6612244898
10,45.2054421769
11,49.7678004535
12,54.4299319728
13,59.3188208617
14,63.9265306122
15,68.6430839002
16,73.2462585034
17,78.0580498866
18,82.8743764172
19,87.5909297052
20,92.1034013605
21,97.0467120181
22,101.61814059
23,106.185034014
24,110.171428571
25,114.511564626
26,119.169160998
27,123.668027211
28,127.994557823
29,132.253061224
30,136.407256236
