,env_delta,env_max,env_mean,env_std,time
0,7.58702772127,-34.3707672292,-41.7552915275,1.80858564037,0.313469387755
1,11.9543352561,-30.0034596944,-38.6798992028,2.88785808245,6.92535147392
2,11.9543352561,-30.0034596944,-39.6820170527,3.18684172618,7.53487528345
3,11.8564795848,-30.1013153657,-37.7347932536,2.70127788141,15.1510204082
4,16.256606975,-25.7011879754,-38.9226388891,4.21444346294,24.346122449
5,12.8988334363,-29.0589615142,-40.599195738,4.66164806071,25.2342857143
6,9.30921737121,-32.6485775793,-39.0978707199,2.23935969584,31.0624943311
7,5.86819361676,-36.0896013337,-43.2667641532,1.21696930669,32.1538321995
8,6.58210741726,-35.3756875332,-42.0351791443,2.06968148361,38.9921088435
9,11.9094394286,-30.0483555219,-39.6306055451,3.35740156809,46.1670748299
10,18.8797596574,-23.0780352931,-33.149768506,3.81624771074,52.0475283447
11,14.3438746301,-27.6139203204,-40.9125944887,5.22865330994,58.05569161
12,14.3531656085,-27.6046293419,-37.6606379835,4.5294914915,65.9678911565
13,13.0519568459,-28.9058381046,-39.5820268947,3.96271893426,70.7395918367
