,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0.0,5.68475676806,-28.121188054,-29.1958839153,0.597238454978,0.481814058957
1,1.0,4.34623143806,-29.459713384,-30.6553139187,0.826928027425,3.33786848073
2,2.0,5.21670279503,-28.589242027,-31.280548427,1.98044804181,6.00816326531
3,3.0,5.03804440608,-28.7679004159,-30.5432619504,2.22543788146,8.90485260771
4,4.0,4.51035570111,-29.2955891209,-31.542711899,1.14847676704,11.8944217687
5,5.0,5.80388232612,-28.0020624959,-29.1788092337,0.745741533422,17.7400453515
6,6.0,9.66852750028,-24.1374173217,-24.9312635562,0.515964559858,20.7354195011
7,7.0,8.2286408861,-25.5773039359,-26.1886005975,0.470921088731,23.4463492063
8,8.0,7.11041866421,-26.6955261578,-27.8508311981,0.511643979773,26.2269387755
9,9.0,6.96700767991,-26.8389371421,-28.0322952003,0.672066337522,28.6708390023
10,10.0,10.2609346524,-23.5450101697,-25.5194498379,0.819535724808,31.6023582766
11,,,,,,14.5913978495
