,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0,10.066427140569708,-29.39978310507769,-31.47079966480591,0.8877919190730164,2.043356009070295
1,1,7.411762215680318,-32.05444802996708,-34.027534687033786,1.4952506469658002,11.598367346938774
2,2,9.148524229329032,-30.31768601631836,-32.33438609028524,1.5478450187332258,22.587210884353738
3,3,7.986148088085155,-31.480062157562237,-33.51472724322473,1.6007731654715225,34.481632653061226
4,4,9.280043523066324,-30.18616672258107,-32.234890248722834,1.3926656843551388,44.431383219954654
5,5,7.706413976757053,-31.759796268890344,-33.965395634460016,1.7579006654309957,58.33433106575964
6,6,9.441345370085982,-30.024864875561413,-32.54155158412529,2.2027189035363124,69.9501133786848
7,7,9.50866728817763,-29.95754295746977,-33.849935263031604,2.976779958395136,81.24081632653059
8,8,10.480081887314851,-28.986128358332547,-31.16604174366486,2.03423532794219,92.59537414965986
9,9,9.277363083560378,-30.188847162087022,-32.894982817479395,2.1815502434016425,103.51455782312924
