,Unnamed: 0,Unnamed: 0.1,env_delta,env_max,env_mean,env_std,time
0,0,0,9.7485855848,-30.194349165,-38.4034058278,3.35476693858,0.87074829932
1,1,1,10.9102238444,-29.0327109054,-36.1945080273,3.68449582056,4.84716553288
2,2,2,6.48136002485,-33.4615747249,-38.5027315695,2.44121318021,8.64362811791
3,3,3,8.19204963218,-31.7508851176,-38.1001384496,2.97314402127,12.3646258503
4,4,4,6.33134810464,-33.6115866451,-38.454164081,2.38243869258,16.2829931973
5,5,5,11.3041741851,-28.6387605647,-33.816453839,2.35410406968,19.3480272109
6,6,6,8.688556729,-31.2543780208,-35.1863067106,1.7822121108,22.8310204082
7,7,7,11.7595413008,-28.1833934489,-32.0815297631,1.73517917628,26.2211337868
8,8,8,9.70418063758,-30.2387541122,-33.1972631553,1.60024262797,29.6867120181
9,9,9,6.38525539622,-33.5576793536,-38.0006491319,1.39007083299,33.5644444444
