,env_delta,env_max,env_mean,env_std,time
0,6.42100189845,-38.0346423291,-42.9037183659,1.43793208806,2.31619047619
1,4.70620909623,-39.7494351314,-43.5833458674,1.02064857373,10.4547845805
2,8.2865783098,-36.1690659178,-43.0426768724,2.01674056561,17.4497959184
3,7.09851087163,-37.357133356,-43.6551499062,1.76810478596,24.706031746
4,6.73430395323,-37.7213402744,-43.8390287913,1.47699122247,31.4688435374
5,7.33651311252,-37.1191311151,-43.6770758936,1.91269685901,38.4406349206
6,12.4215220705,-32.0341221571,-43.947965308,2.03155631632,45.2498866213
7,10.5963138302,-33.8593303974,-43.7886450669,1.8914708356,51.7282539683
8,9.18494201944,-35.2707022082,-42.1688809624,1.80021913329,57.7712471655
9,17.5522662885,-26.9033779391,-42.9138277259,3.35686342445,64.3076643991
10,15.0944274979,-29.3612167297,-41.0295545487,4.21865265905,70.3274376417
11,14.9169707315,-29.5386734961,-42.3170163604,3.6649640374,75.9466666667
