,env_delta,env_max,env_mean,env_std,time
0,7.39142050377,-35.9279827646,-39.1408046225,1.7368809962,2.19428571429
1,6.89725277229,-36.4221504961,-39.0343472327,1.2043632437,10.6289342404
2,5.84678061892,-37.4726226494,-39.7065655359,1.10148147295,18.5701587302
3,7.21196492442,-36.1074383439,-38.3323495055,1.35595453446,25.8554195011
4,7.4997920715,-35.8196111969,-39.2197238831,1.90142781204,32.9142857143
5,11.6580996303,-31.661303638,-35.6831771867,2.96961729591,40.0950566893
6,9.65495302306,-33.6644502453,-36.9515940946,2.17811977489,46.6837188209
7,11.2026846481,-32.1167186202,-36.1245430937,2.53824651342,52.9473015873
8,8.41290340257,-34.9064998658,-37.0677181814,1.72788765801,59.0831746032
9,6.96991070788,-36.3494925605,-38.3497977248,1.27434630226,65.7821315193
