,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0.0,3.12332849722,-41.7099532145,-44.8601595514,0.464837936904,6.01977324263
1,1.0,8.1369433645,-36.6963383472,-44.3645095239,1.6501862786,28.0903401361
2,2.0,8.71648651987,-36.1167951918,-44.5479685659,1.41822349213,35.1840362812
3,3.0,3.33323042008,-41.5000512916,-44.7630860124,0.73312967448,38.1329705215
4,,,,,,2.30390364031
5,,,,,,10.2907695934
6,,,,,,13.9770154179
7,,,,,,17.5864644544
8,,,,,,20.9271247328
9,,,,,,24.1525898292
10,,,,,,31.6786750543
11,,,,,,41.3934687376
