,env_delta,env_max,env_mean,env_std,time
0,22.4187370281,-21.080055257,-39.5103535119,5.60629372303,2.42648526077
1,26.2415043306,-17.2572879546,-36.087949619,5.3040166214,8.2779138322
2,24.4170746867,-19.0817175984,-36.2936976874,6.11081645838,14.466031746
3,17.9448263314,-25.5539659537,-39.8610765334,4.34727724982,23.7888435374
4,18.8954930129,-24.6032992722,-37.8914780053,4.03926923581,30.1975510204
5,20.5416697085,-22.9571225767,-37.0114731582,4.35014856316,35.9212698413
6,20.6475389842,-22.851253301,-37.0464746666,4.24244885055,42.1093877551
7,16.5159685524,-26.9828237328,-38.115967479,4.45673791737,48.210430839
8,26.9094015984,-16.5893906867,-38.2204801846,6.12123439483,54.7642630385
9,15.890930193,-27.6078620921,-41.2344719809,4.34069635919,60.2673922902
10,16.279762898,-27.2190293871,-42.1263818561,3.89506876192,66.147845805
11,17.9578897694,-25.5409025158,-40.332752131,5.40933978648,71.7554648526
