,env_delta,env_max,env_mean,env_std,time
0,14.4781057388,-20.6124567743,-29.2033899233,5.12609863484,0.9810430839
1,15.6398003424,-19.4507621706,-25.0301155677,2.51048261691,4.81814058957
2,13.9844830473,-21.1060794658,-26.8599880866,2.99141616602,8.67845804989
3,12.7906973011,-22.299865212,-29.5398827498,4.5975954703,11.7202721088
4,12.552182041,-22.5383804721,-28.7442049085,2.12626362511,14.9884807256
5,10.1663290787,-24.9242334344,-30.9297737989,3.42274181566,18.297324263
6,12.1930490623,-22.8975134508,-30.5139344038,4.59456273681,21.3681632653
7,11.387855994,-23.7027065191,-30.9943612723,3.96431541675,24.5492970522
8,18.5056276486,-16.5849348645,-21.8835377604,2.72311396983,27.7884807256
9,10.748569805,-24.3419927081,-28.3574709978,2.04357872437,30.5342403628
10,12.9312077044,-22.1593548087,-25.3901426578,1.33633016015,33.6515192744
11,8.5833356268,-26.5072268863,-29.6964937396,1.52342550684,36.6933333333
