,env_delta,env_max,env_mean,env_std,time
0,20.8702920037,-19.7165890179,-24.6764164123,4.18869525092,2.60063492063
1,22.7078709461,-17.8790100755,-21.7085055667,3.19498802287,10.0194104308
2,21.4546978094,-19.1321832122,-23.5824748203,3.08099822563,17.1537414966
3,20.9431065494,-19.6437744722,-24.2688575077,3.2153437394,25.1123809524
4,18.7403795014,-21.8465015202,-25.9958013236,2.28312896989,31.7997278912
5,21.6010547392,-18.9858262824,-22.6752268242,2.62717624898,39.4565079365
6,22.6989157368,-17.8879652848,-21.0848936803,2.3704278349,46.2541496599
7,19.9156187485,-20.6712622731,-23.7877045927,2.96539121753,52.3900226757
8,26.5292826929,-14.0575983287,-18.3754112476,2.29141865118,59.5243537415
9,25.3629018448,-15.2239791768,-22.0771734563,5.98641090912,65.8866213152
10,21.0674693198,-19.5194117018,-24.3912928657,3.81545852195,72.3475736961
11,21.1895008138,-19.3973802078,-25.0889357449,4.82049307174,78.0074376417
