,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0.0,3.150558945483688,-41.682551344291525,-44.859439567742484,0.4696900987664742,6.019773242630387
1,1.0,8.171730001047301,-36.661380288727905,-44.36190413695221,1.654919093700752,28.090340136054426
2,2.0,8.781985834889952,-36.05112445488526,-44.545287235435495,1.4260374450872475,35.18403628117914
3,3.0,3.3217433251989514,-41.51136696457626,-44.761156891639516,0.7383920026508254,38.13297052154196
4,,,,,,2.2895042425572383
5,,,,,,10.194773608368077
6,,,,,,14.082611001389804
7,,,,,,17.66806104162095
8,,,,,,20.821529149294125
9,,,,,,24.0181954502231
10,,,,,,31.62107746324336
11,,,,,,41.340670945797676
