,Unnamed: 0,Unnamed: 0.1,env_delta,env_max,env_mean,env_std,time
0,0,0.0,8.4645304731,-35.8779588156,-43.294780377,1.55527067401,5.90947845805
1,1,1.0,9.20770304583,-35.1347862429,-42.8336849157,1.72555777553,10.0194104308
2,2,6.0,6.79726895215,-37.5452203365,-44.2000193678,0.93993566552,34.6731972789
3,3,,,,,,38.0259145474
4,4,,,,,,41.3868895228
5,5,,,,,,31.2648834922
6,6,,,,,,13.9519542584
7,7,,,,,,1.87589300953
8,8,,,,,,20.5566608961
9,9,,,,,,17.3520103382
10,10,,,,,,23.9957980803
11,11,,,,,,27.5521785775
