,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0,15.664623338917947,-22.214701736971907,-30.470284891212465,4.492996882052744,0.6211337868480725
1,1,12.931061291488982,-24.948263784400872,-31.328982623626818,2.3954221507120272,3.871927437641723
2,2,12.155276863368087,-25.72404821252177,-33.08312474257916,3.4784138823813437,7.598730158730159
3,3,8.715475483103301,-29.16384959278655,-36.59464905746243,3.547203178724372,11.070113378684807
4,4,10.707892235281786,-27.171432840608066,-32.99926991573239,2.3705045023118543,14.663401360544214
5,5,7.426889610864612,-30.45243546502524,-36.21568469443571,2.7729196699289727,17.809705215419505
6,6,13.416219918992061,-24.463105156897797,-31.090498279173183,3.5172407037002698,20.921179138322
7,7,8.404827358545077,-29.47449771734477,-35.32554878923722,2.8159613360617053,24.009433106575965
8,8,8.880245325702235,-28.999079750187622,-34.022684807721994,2.3403464167689045,27.840725623582767
9,9,4.06886666031825,-33.8104584155716,-37.4164764250062,1.6558131535640623,30.191746031746028
10,10,8.671659505773443,-29.20766557011641,-33.037616562563024,1.0811669215170718,32.98975056689343
11,11,7.180094470957464,-30.69923060493239,-35.06478512274293,2.0480878711837804,36.29278911564626
