,env_delta,env_max,env_mean,env_std,time
0,15.3990021508,-28.6262092001,-41.2709509297,2.92421129487,2.31038548753
1,19.8807624067,-24.1444489442,-39.8555264316,5.47661394011,7.61614512472
2,16.1067823259,-27.918429025,-42.7701944278,3.86028792673,13.3921088435
3,20.2036757906,-23.8215355603,-40.6208637702,5.52388618735,18.4656689342
4,15.84735625,-28.1778551008,-40.931562466,4.54346336128,23.5334240363
5,19.0463231044,-24.9788882465,-41.6154498621,4.09168409857,27.9510204082
6,18.5612171228,-25.4639942281,-40.8424778889,5.55364066136,32.1770521542
7,22.457001059,-21.5682102919,-42.47951515,4.41144473948,37.0184126984
8,19.9997121121,-24.0254992388,-42.8838800173,4.23615476389,41.9410430839
9,8.5624272613,-35.4627840896,-44.2789845243,1.25335776274,46.2831746032
10,21.2390239075,-22.7861874433,-42.0646195537,5.16133357975,51.1361451247
11,13.3664189207,-30.6587924302,-44.0492554062,1.52115082329,56.0529705215
