,env_delta,env_max,env_mean,env_std,time
0,5.76616298142,-36.5799201153,-38.0108637926,0.504902985175,2.44970521542
1,6.05119872369,-36.2948843731,-37.4921887297,1.76806785372,7.4652154195
2,8.64941844374,-33.696664653,-34.4667508593,1.33657530491,12.5503854875
3,7.19340972631,-35.1526733704,-36.4086760879,1.87826977684,17.438185941
4,7.11932217853,-35.2267609182,-36.7996130532,2.13462146203,22.5233560091
5,7.31306345368,-35.0330196431,-36.2414859139,1.23580561379,27.3298866213
6,7.63568582719,-34.7103972696,-35.6143743989,0.633566372385,32.2176870748
7,6.9706717627,-35.375411334,-36.4242053234,1.30147716768,37.2099773243
8,5.53803479523,-36.8080483015,-37.8867235647,0.52422841185,42.266122449
9,8.03562428409,-34.3104588126,-37.97733318,1.86865378161,48.0246712018
10,7.35911974358,-34.9869633532,-38.0755182344,1.98561912388,53.4291156463
11,5.48644986752,-36.8596332292,-37.3967282533,0.693524231838,58.7987301587
