,env_delta,env_max,env_mean,env_std,time
0,5.85814214307,-35.4853429018,-38.5365063398,1.64994701241,12.7709750567
1,7.26392671642,-34.0795583285,-36.523610763,1.88799611471,22.8890702948
2,4.73883161275,-36.6046534322,-38.401233727,1.81767983856,32.7285260771
3,5.07940058188,-36.264084463,-38.6193358959,1.58965060305,41.7378684807
4,4.07346039351,-37.2700246514,-39.4276815201,1.47083930473,62.2875283447
5,5.96982668496,-35.3736583599,-37.622635788,2.00904968254,72.161814059
6,8.32061139878,-33.0228736461,-37.0643578131,2.28485612096,83.1796825397
7,7.71390656416,-33.6295784807,-35.579417084,1.00299798225,94.1801360544
8,7.39817776307,-33.9453072818,-37.5284047851,3.08718586154,104.774240363
9,3.45394788119,-37.8895371637,-40.3436840419,1.51941022136,114.143492063
