,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0,6.298007945022653,-29.81681150963689,-31.26326946639104,0.5035652211522798,2.130430839002268
1,1,12.070678992446757,-24.04414046221279,-27.03790898794273,2.680911075466605,10.739229024943313
2,2,11.30492584399525,-24.809893610664297,-29.029161455729646,2.3372533378909,19.916916099773246
3,3,7.9403791970670055,-28.17444025759254,-31.134873061156874,1.844991146029668,29.094603174603176
4,4,7.684984320028911,-28.429835134630643,-31.037667140736986,1.6729658971927788,38.04009070294784
5,5,8.485949634286237,-27.628869820373307,-28.834929236000185,0.6249648583875957,47.44997732426304
6,6,9.681519738394883,-26.433299716264663,-31.12504525084105,2.370336367116852,56.610249433106574
7,7,12.05791127107343,-24.05690818358612,-26.739447002616092,1.6716260150786362,65.2887074829932
8,8,14.466969289804195,-21.647850164855353,-24.59510305204111,2.9137289584481603,73.74657596371883
9,9,7.100325514208432,-29.01449394045111,-32.02825147641827,2.8385015269149365,83.03455782312925
10,10,6.073693832750326,-30.041125621909217,-33.64705478083117,2.9855022338841724,93.00752834467121
11,11,7.955000604801634,-28.159818849857913,-30.690501397670303,1.8352439994394452,101.9239909297052
