,Unnamed: 0,Unnamed: 0.1,env_delta,env_max,env_mean,env_std,time
0,0,2.0,6.11589637267,-37.4763123216,-39.3210219067,0.840546671985,31.2076190476
1,1,3.0,4.77108248926,-38.821126205,-40.5184992385,0.785296525721,36.2927891156
2,2,4.0,5.11269225909,-38.4795164352,-40.277380303,0.973430934334,42.1035827664
3,3,5.0,7.65001155076,-35.9421971435,-38.7042493219,1.73836513959,47.2758276644
4,4,,,,,,8.24775071319
5,5,,,,,,1.71064459237
6,6,,,,,,13.9906289876
7,7,,,,,,19.9778850608
8,8,,,,,,25.5985744357
9,9,,,,,,57.9786327912
10,10,,,,,,52.9077934639
11,11,,,,,,63.2327554678
