,env_delta,env_max,env_mean,env_std,time
0,5.87626269378,-34.2117846701,-36.0165509094,0.935087823637,3.30303854875
1,5.05015276948,-35.0378945944,-36.7494378297,0.803707429885,12.2136961451
2,5.76768316706,-34.3203641969,-36.0571536679,0.66211847983,21.6584126984
3,7.79127582863,-32.2967715353,-33.9149874705,0.906598777013,31.0044444444
4,6.56007329708,-33.5279740668,-34.807006756,0.509858221063,39.7467573696
5,7.19540987466,-32.8926374893,-33.7873721026,0.787572319073,49.034739229
6,6.66889118879,-33.4191561751,-34.5461080958,1.21910432945,56.9353287982
7,8.22215131134,-31.8658960526,-33.1096756979,1.07478564339,65.718276644
8,8.06896360846,-32.0190837555,-33.2391246917,1.38524456022,74.6811791383
9,9.42761675185,-30.6604306121,-31.576232359,0.948879089043,84.1607256236
10,10.9298828443,-29.1581645196,-30.5807725102,1.09755245986,93.5125623583
11,8.03900378562,-32.0490435783,-33.2253927127,1.11126414024,103.450702948
