,env_delta,env_max,env_mean,env_std,time
0,23.043914624,-18.5694789385,-22.3178278815,2.94546032565,2.20589569161
1,20.9351054478,-20.6782881147,-26.0835306487,2.56308780402,13.9087528345
2,18.6947670604,-22.9186265022,-27.0889093137,2.49445427768,23.1560997732
3,20.1217425422,-21.4916510204,-25.0013573476,2.77267098872,32.7633560091
4,21.442793679,-20.1705998835,-24.379072978,2.48035763376,43.52
5,24.1952843772,-17.4181091853,-21.0736520274,2.54546859272,51.6992290249
6,22.9592257671,-18.6541677955,-22.921168274,3.43388667597,59.9423129252
7,22.0495300267,-19.5638635359,-25.6724756775,2.73066317527,68.725260771
8,21.4594217104,-20.1539718522,-25.1440439585,3.02470264336,76.3065759637
9,21.0405146928,-20.5728788698,-25.8012080812,3.08795600246,83.1448526077
