,env_delta,env_max,env_mean,env_std,time
0,26.2519277264,-16.7310257787,-30.2650802108,5.17841796984,0.412154195011
1,3.91849510992,-39.0644583952,-43.0212464567,1.29620572685,2.58321995465
2,21.4338239238,-21.5491295813,-35.1441066341,5.01910621982,7.8947845805
3,2.76206158878,-40.2208919163,-43.3067913957,0.963940441067,9.29959183673
4,24.8960227352,-18.0869307699,-35.2580613441,6.5774631104,14.7969160998
5,23.5787788323,-19.4041746728,-40.0582592038,5.27647436641,19.6963265306
6,20.2235727129,-22.7593807922,-39.5183066492,3.86248502182,25.1414058957
7,20.2265750082,-22.7563784969,-39.2392903861,4.56081338659,31.2424489796
8,15.8923462229,-27.0906072822,-41.4616549234,3.46763535007,36.7978231293
9,23.5301942247,-19.4527592804,-39.5655449367,5.22171662152,42.6898866213
