,env_delta,env_max,env_mean,env_std,time
0,17.2405095074,-19.0501656399,-19.8366324669,0.427741626052,2.50775510204
1,18.0501110155,-18.2405641318,-18.8660080707,0.362776610379,7.47102040816
2,12.2914619475,-23.9992131999,-24.9384654371,0.578498509385,12.4284807256
3,17.8675075208,-18.4231676266,-19.2572245588,0.277112394505,17.4149659864
4,19.5670784719,-16.7235966755,-17.4501293318,1.33339237438,22.3840362812
5,13.6547112162,-22.6359639312,-23.5965479388,0.468861582316,27.370521542
6,16.9855218231,-19.3051533243,-21.1416440338,0.856866991962,32.3802267574
7,18.6059771705,-17.6846979768,-18.5261096021,0.521330753968,37.3086621315
8,18.7838252214,-17.506849926,-19.0953228729,0.463964701911,42.2370975057
9,10.7314512742,-25.5592238732,-26.7756199348,0.671512494118,47.2874376417
10,13.4321636273,-22.85851152,-24.5696264857,1.08702342196,52.523537415
11,9.07518552459,-27.2154896228,-28.2328922459,0.592992668033,57.5622675737
