,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0,17.7910865504,-22.8921250682,-33.2226074541,3.9683472655,0.133514739229
2,2,14.8695842169,-25.8136274018,-33.4030730619,2.49455887145,9.85106575964
3,3,11.986097015,-28.6971146037,-35.6521855261,2.61659503021,25.7335147392
5,5,14.443620379,-26.2395912396,-35.7483960385,2.94929758801,38.2258503401
6,6,14.8246345682,-25.8585770505,-34.2089300032,2.97478095299,49.4933333333
8,8,18.3008869866,-22.3823246321,-32.2038267918,4.34432414193,57.3184580499
9,9,14.51847229,-26.1647393286,-34.8373058263,3.45365775506,65.3757823129
10,10,14.8824395994,-25.8007720193,-34.4296585087,4.23462806107,74.3735147392
11,11,19.1404944937,-21.542717125,-36.1155577364,5.92914153276,83.4641269841
13,13,22.2752694481,-18.4079421706,-38.3831290544,5.43405744832,88.0965079365
14,14,21.7139792012,-18.9692324175,-36.7968744036,6.20133879362,94.4936054422
15,15,19.6584027897,-21.024808829,-35.3165396075,6.18025593158,101.2738322
