,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0.0,8.316875229289579,-23.34214987395277,-23.95540006425303,0.5470227594890591,6.130068027210886
1,1.0,6.171549640621972,-25.487475462620374,-26.04498828205576,0.5714510066489589,8.573968253968253
2,2.0,5.885423753076712,-25.773601350165638,-26.44595105813242,1.0872787453665058,11.290702947845805
3,3.0,3.5975904255288498,-28.0614346777135,-28.668480773722163,0.6004097799704502,14.077097505668936
4,4.0,5.0769148705305485,-26.582110232711802,-27.123254410009352,0.3298642019796879,16.753197278911564
5,5.0,6.253123645023027,-25.40590145821932,-26.83941437995071,2.875490857200988,19.342222222222226
6,6.0,8.968819573544781,-22.69020552969757,-23.743320494812107,1.9177241610945868,22.00090702947846
7,7.0,8.221186293368511,-23.43783880987384,-24.892669264808248,2.581766724993622,24.630566893424035
8,8.0,11.855635384988613,-19.803389718253733,-20.685286873021592,0.6252019211201489,27.364716553287977
9,9.0,11.332924867842555,-20.326100235399792,-23.350242626143647,3.0166893594312816,29.895691609977327
10,,,,,,3.566957428132544
11,,,,,,1.0471801623875363
