,env_delta,env_max,env_mean,env_std,time
0,25.9706567652,-14.793654516,-19.9809634046,3.94432388386,2.37424036281
1,26.4543139953,-14.3099972858,-19.4003858205,4.79144832963,7.88897959184
2,23.135267336,-17.6290439451,-23.4195122483,4.37991154567,13.7229931973
3,22.9333463859,-17.8309648952,-22.1757177518,2.92967974207,19.4757369615
4,23.8436991497,-16.9206121315,-22.7604226816,5.01313206248,24.8685714286
5,21.6724655474,-19.0918457337,-25.6494094271,6.18450155784,30.4878004535
6,20.4007918103,-20.3635194708,-24.9675404592,4.95136165479,35.9851247166
7,12.5769180162,-28.1873932649,-33.1437819935,4.45416874894,41.4127891156
8,21.6787424943,-19.0855687869,-24.554016294,6.73461938054,47.5544671202
9,17.239164426,-23.5251468551,-29.1239992303,2.64561675836,52.3726077098
10,25.7330169258,-15.0312943553,-21.5949564099,4.77552497693,57.3416780045
