,env_delta,env_max,env_mean,env_std,time
0,15.8307003358,-27.6184641271,-34.7194966269,2.94713464795,4.92263038549
1,23.5696490128,-19.87951545,-37.4347467579,5.5777781465,16.3120181406
2,21.4578733216,-21.9912911412,-37.8285993371,5.12860708054,25.9657142857
3,17.753643139,-25.6955213238,-38.6672981549,3.81418065557,37.0300226757
4,22.501201025,-20.9479634378,-36.7822192693,4.88243589013,46.4108843537
5,22.5370202993,-20.9121441635,-37.5023211581,4.80246871498,55.8439909297
6,24.7219421635,-18.7272222993,-35.2771266003,5.34245099473,64.8475283447
7,28.8888937209,-14.5602707419,-32.8971648198,5.33423085979,73.5666213152
8,27.9880791897,-15.4610852731,-33.0443490068,6.8588260306,80.5384126984
9,27.2845259204,-16.1646385424,-32.7312088341,5.72665092459,88.7698866213
10,30.8060630124,-12.6431014505,-32.3308850597,5.99945497586,97.2045351474
11,21.5489991953,-21.9001652676,-34.8613484365,4.27654902159,104.855510204
