,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0.0,16.9915916135907,-26.4417715887367,-41.696705360960934,3.9592775336646415,1.0797278911564625
1,1.0,16.487326357022567,-26.94603684530483,-41.457792992610784,3.756097939604599,3.6281179138322
2,2.0,14.268125127094345,-29.165238075233056,-42.03941617751585,3.776431124079083,6.246167800453515
3,3.0,10.856542882390919,-32.57682031993648,-42.410598478689636,2.6734053842215406,8.40562358276644
4,4.0,15.476222993504805,-27.957140208822594,-41.570456157596716,3.5218938503232122,10.605714285714283
5,5.0,18.619420342758378,-24.813942859569014,-40.88849127924517,4.388865201199842,12.829024943310658
6,6.0,4.786167163856079,-38.64719603847132,-44.1968408211418,0.9226046220263828,15.865034013605445
7,7.0,9.297800867473825,-34.13556233485357,-43.82275819678949,1.6739752928262108,17.925804988662133
8,8.0,11.566921517212222,-31.86644168511518,-43.729694838223104,2.019917783760253,20.46258503401361
9,9.0,12.926177399898865,-30.50718580242853,-43.51570356889171,2.5150266877756478,22.529160997732426
10,,,,,,26.60306488186672
11,,,,,,24.690233889254625
