,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0,14.0767858858,-30.2246796053,-42.1078266498,3.71141048937,1.98530612245
1,1,14.2268390345,-30.0746264566,-42.0732642593,3.43725202722,8.41142857143
2,2,13.6141043103,-30.6873611807,-42.4120977102,3.21879249948,14.7504761905
3,3,8.10108571686,-36.2003797742,-43.2044570163,1.9100605867,20.3987301587
4,4,19.9583799439,-24.3430855471,-41.6332997875,5.01592197776,26.7958276644
5,5,19.6195395164,-24.6819259746,-42.488050885,4.34978131993,32.6298412698
6,6,15.9246276658,-28.3768378252,-43.5865274544,2.9058042249,39.4100680272
7,7,20.4201543801,-23.8813111109,-40.7723206004,5.62883274243,45.2266666667
8,8,10.9497100432,-33.3517554478,-43.7049898644,2.39632638845,50.8981405896
9,9,15.6930968662,-28.6083686248,-43.2946292372,2.92065250338,56.1400453515
10,10,12.6477715578,-31.6536939333,-43.0497995268,2.93824834387,61.7650793651
