,env_delta,env_max,env_mean,env_std,time
0,15.6192963292,-28.2650361793,-36.7883572947,3.0913106565,5.79918367347
1,11.932024438,-31.9523080705,-42.542314058,2.43911761373,16.1088435374
2,14.2163361774,-29.6679963311,-41.5295938874,3.36318119624,23.1270748299
3,11.8921503058,-31.9921822028,-42.3710408778,2.3526471679,30.8186848073
4,14.9039331308,-28.9803993778,-40.9635035187,3.41016025699,37.8775510204
5,16.9069535465,-26.977378962,-39.4598863613,3.72756168467,44.5358730159
6,22.5946004496,-21.2897320589,-36.0173480953,4.66559417312,51.1593650794
7,22.350134132,-21.5341983765,-36.1326105122,6.13868968627,58.3459410431
8,22.9236531343,-20.9606793743,-37.0865656194,4.80922338322,65.5673469388
9,22.3776831769,-21.5066493316,-37.0273463357,4.94585455736,72.4810884354
10,14.5164519957,-29.3678805128,-41.0231238123,3.21569933865,78.9072108844
11,17.7147399456,-26.169592563,-38.4665768672,4.29670652536,85.1765986395
