,env_delta,env_max,env_mean,env_std,time
0,9.78081274661,-28.9910448589,-30.8484632887,1.76642735969,1.71247165533
1,15.6805345623,-23.0913230432,-26.1563249809,1.61648415642,12.0337414966
2,12.1827432376,-26.5891143679,-28.6957911703,2.05033815039,21.0488888889
3,9.47794394103,-29.2939136644,-32.8317038135,1.68858553355,30.2207709751
4,10.0259413551,-28.7459162503,-30.777430174,1.26569958955,41.4766439909
5,4.89667412429,-33.8751834812,-36.1850934426,1.71377486435,51.5076643991
6,10.113968013,-28.6578895924,-31.1812958485,2.13394265813,61.8811791383
7,12.5923491662,-26.1795084392,-30.4974192707,3.02064571852,72.5681632653
8,8.64289772731,-30.1289598782,-32.1920557573,1.49632016397,83.2203174603
9,6.85995185188,-31.9119057536,-34.1782842825,2.07947171647,95.0624943311
10,11.5115872378,-27.2602703677,-33.5189613223,4.72329586819,105.470839002
11,6.58177470296,-32.1900829025,-34.1079444816,1.31161440922,115.542494331
