,Unnamed: 0,Unnamed: 0.1,env_delta,env_max,env_mean,env_std,time
0,0,0,4.37782253397,-38.5113197825,-41.0803896702,0.980795862956,2.15365079365
1,1,1,3.31499365011,-39.5741486663,-42.0181610651,1.06626074413,8.64943310658
2,2,2,4.88114271955,-38.0079995969,-41.0022971972,1.38711682049,14.088707483
3,3,3,2.98979067085,-39.8993516456,-41.5692500002,0.730160675188,19.5047619048
4,4,4,3.05951607114,-39.8296262453,-41.3679983839,0.725023042433,25.3329705215
5,5,5,3.70499095405,-39.1841513624,-41.0463303448,0.831997953489,30.3020408163
6,6,6,8.10402452621,-34.7851177902,-36.8476651534,1.04798221861,36.6062585034
7,7,7,8.70564069428,-34.1835016222,-36.390868454,1.24052032922,41.5637188209
8,8,8,3.46421570736,-39.4249266091,-40.9538344942,0.753902540988,46.7185487528
9,9,9,6.33334212263,-36.5558001938,-39.1862571082,1.56493492526,52.2042630385
