,env_delta,env_max,env_mean,env_std,time
0,24.8546795081,-18.7971931372,-34.965836955,5.28226498511,2.20009070295
1,25.3054073108,-18.3464653346,-34.4317378419,4.88532924079,12.0975963719
2,27.0144474764,-16.6374251689,-35.9014250448,5.14533141239,24.8975963719
3,22.5976606149,-21.0542120304,-36.2274063642,5.7994448654,33.9243537415
4,22.9269223825,-20.7249502629,-37.0977060561,5.77378070691,43.949569161
5,25.2949091811,-18.3569634642,-34.8568916804,6.07964037228,53.6497052154
6,29.7985243985,-13.8533482468,-36.5833517855,6.82662783209,63.1989115646
7,26.1471553942,-17.5047172511,-36.8313273824,6.58914345589,71.8715646259
8,29.8377494568,-13.8141231886,-37.0349480291,6.54231849581,79.8766439909
9,23.9265644002,-19.7253082452,-36.5985222998,6.42047020956,89.7160997732
10,25.8329187861,-17.8189538593,-35.7080203112,5.40512828826,98.7602721088
11,30.8247397739,-12.8271328715,-39.6362989519,6.50970992202,106.405442177
