,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0,16.596353724503114,-24.65418765289501,-28.56574866718778,2.798386086763996,2.252335600907029
1,1,13.751062878496606,-27.49947849890152,-33.0645822575033,3.5895735203608106,11.453242630385489
2,2,22.72780696024356,-18.522734417154567,-24.354617048623577,5.57707957828065,18.274104308390022
3,3,14.462430263442956,-26.788111113955175,-32.783034990109826,3.270206372580084,24.845351473922907
4,4,13.609324743639446,-27.641216633758678,-32.454932048491585,3.5057247472235797,33.558639455782306
5,5,13.776052563000949,-27.474488814397173,-34.330393384217885,4.264241182216463,40.408526077097505
6,6,15.442861765117405,-25.807679612280715,-30.41277486440864,3.650869060457366,47.97242630385489
7,7,21.299528836349772,-19.951012541048343,-27.166105425292525,5.600416413769139,55.727891156462576
8,8,22.280188794155432,-18.97035258324269,-23.813539947161683,4.253157922591897,63.12925170068028
9,9,17.611877380581397,-23.63866399681672,-27.660127449351634,3.2880991641536315,70.0255782312925
10,10,21.987889347977557,-19.262652029420558,-25.103054945570932,3.989750829369828,77.51401360544217
11,11,21.07311408077225,-20.177427296625872,-25.685000962246924,4.665956490149068,84.30004535147394
