,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0,16.4626753832,-24.7905923953,-28.5922413137,2.7973771258,2.25233560091
1,1,13.4837223593,-27.7695454192,-33.0735744567,3.58408553731,11.4532426304
2,2,22.3889645694,-18.8643032092,-24.3921236316,5.56811557221,18.2741043084
3,3,14.3088001867,-26.9444675918,-32.6957028575,3.22725520686,24.8511564626
4,4,13.4589821946,-27.7942855839,-32.5959946471,3.61941790912,33.5412244898
5,5,13.6823075359,-27.5709602426,-34.3047201488,4.25554976204,40.4085260771
6,6,15.3778317406,-25.8754360379,-30.2632173266,3.53717083566,47.9840362812
7,7,21.1885913106,-20.0646764679,-27.1636995253,5.5789681064,55.7278911565
8,8,22.1632468031,-19.0900209754,-23.8583730662,4.23376027549,63.1292517007
9,9,17.4225348857,-23.8307328928,-27.6954076849,3.27356326913,70.0255782313
10,10,21.8893118909,-19.3639558876,-25.1672831595,3.97819372768,77.5140136054
11,11,21.0240698299,-20.2291979486,-25.6021478453,4.61570315925,84.3058503401
