,env_delta,env_max,env_mean,env_std,time
0,11.2136027296,-33.3737306565,-43.0858654183,2.71045211223,2.82702947846
1,10.5554903863,-34.0318429997,-44.1766543498,1.59824374751,7.81931972789
2,8.61159097922,-35.9757424068,-43.5519389693,2.09950159168,11.6157823129
3,10.3999496182,-34.1873837678,-43.6968562525,2.45778399278,15.6328344671
4,14.9838131349,-29.6035202512,-43.8423682845,2.6195089877,19.998185941
5,15.4236243878,-29.1637089983,-43.6380909494,3.3074135936,25.1762358277
6,11.3506966452,-33.2366367408,-43.7048066516,2.76084819939,30.8186848073
7,8.68905103627,-35.8982823498,-44.1403871625,1.91617435075,35.5207256236
8,9.27761954163,-35.3097138444,-44.0889987667,2.04235475108,39.7003174603
9,6.40357983768,-38.1837535484,-44.3248461095,1.4938829166,43.914739229
10,5.51852411002,-39.068809276,-44.8044170382,0.761958095596,48.227845805
11,7.85557428068,-36.7317591054,-44.5633581502,1.33659901016,52.0997732426
