,Unnamed: 0,Unnamed: 0.1,env_delta,env_max,env_mean,env_std,time
0,0,0,18.0001214163,-25.4812660641,-34.5961418408,3.04579015794,1.55573696145
1,1,1,17.4831128528,-25.9982746276,-35.6627874859,3.09667693321,7.99927437642
2,2,2,12.9920363,-30.4893511805,-40.1879923216,2.91157052032,13.5314285714
3,3,3,13.2652612891,-30.2161261914,-40.2455778695,3.44098725627,18.709478458
4,5,5,11.2253775327,-32.2560099478,-42.5412194148,2.69977263052,24.0848979592
5,6,6,14.9767430594,-28.504644421,-41.8519107187,3.38286887023,29.483537415
6,7,7,13.1880486945,-30.2933387859,-42.5890201485,2.57627290775,34.4003628118
7,8,8,13.5455942231,-29.9357932573,-41.2241891161,3.64477275117,39.6596825397
8,9,9,9.18933895261,-34.2920485278,-42.6955071804,2.22530208139,43.9031292517
9,10,10,8.00683011745,-35.474557363,-43.516752824,1.43992259972,48.6458049887
