,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0,11.201873611323473,-33.38451484370887,-43.07886225275645,2.7166248249916163,2.82702947845805
1,1,10.470764608534637,-34.115623846497705,-44.17763077172718,1.5904371750888284,7.819319727891156
2,2,8.576997692109842,-36.0093907629225,-43.54890396221072,2.104175355022951,11.61578231292517
3,3,10.392660166456507,-34.193728288575834,-43.69523107098085,2.4571343188024914,15.632834467120183
4,4,14.94537487805992,-29.641013576972426,-43.84069083228365,2.6199408957216908,19.998185941043086
5,5,15.433529300967088,-29.15285915406525,-43.6344574444061,3.3124573760977407,25.1762358276644
6,6,11.307639482160852,-33.27874897287149,-43.69993300018018,2.7667559526512795,30.818684807256236
7,7,8.691997878241523,-35.89439057679082,-44.08563633117621,2.0141369113747185,35.51492063492063
8,8,9.361401136703805,-35.22498731832854,-44.084574432206935,2.050844925061527,39.70031746031746
9,9,6.355582973121329,-38.230805481911005,-44.323757555464894,1.4965173955280036,43.91473922902495
10,10,5.587170142556246,-38.99921831247609,-44.8045710555255,0.7638093429074493,48.22784580498866
11,11,7.8074508114933385,-36.778937643539,-44.56186119114909,1.3404167904248128,52.099773242630384
