,env_delta,env_max,env_mean,env_std,time
0,19.5337992486,-24.7898458672,-39.3057085946,5.75356267777,2.2987755102
1,18.3955074102,-25.9281377056,-43.1592959574,3.75515913492,8.38240362812
2,9.84789253243,-34.4757525834,-43.8213489508,1.56362212551,13.0380045351
3,16.8873999938,-27.436245122,-43.4317077084,2.92501644327,17.9838548753
4,15.3170944344,-29.0065506815,-43.3611853673,2.91074278005,23.0109750567
5,12.4301033478,-31.893541768,-43.4315266584,2.20465353662,27.8697505669
6,12.77881302,-31.5448320959,-43.3515604309,2.73078938094,32.9084807256
7,8.98180416978,-35.3418409461,-43.9287685143,1.93300087674,42.3938321995
8,8.08701522762,-36.2366298882,-44.3255797791,1.12667862054,46.956553288
9,11.6440215012,-32.6796236147,-43.7797890611,2.28190788534,51.4612244898
10,17.7366263216,-26.5870187942,-43.0971568602,3.71497627736,56.267755102
