,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0.0,12.1010150757,-30.144618282,-34.4681843436,2.29206666043,2.54258503401
1,1.0,3.11035980409,-39.1352735536,-40.9395496141,1.56500350042,10.1355102041
2,2.0,2.59415282993,-39.6514805277,-41.6469594069,0.96477820746,20.0794557823
3,3.0,4.58329929977,-37.6623340579,-39.4762841306,1.29386814296,29.5706122449
4,4.0,5.51132840572,-36.7343049519,-39.2693199691,1.816944739,59.7623582766
5,5.0,4.77832225617,-37.4673111015,-39.7904504655,1.31394942099,70.373877551
6,6.0,9.55588294616,-32.6897504115,-36.406668261,2.03839870645,80.9679818594
7,7.0,6.68443286914,-35.5612004885,-39.3507875519,2.66267798292,90.888707483
8,8.0,2.60853952685,-39.6370938308,-41.9202905215,0.958840183796,109.011882086
9,,,,,,40.007607344
10,,,,,,49.3843903153
11,,,,,,99.6022724502
